"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.175075629E0,1.548420638E-2,1.296964288E-2,-9.576797485E-3,2.235368725E-2
1.179903025E0,2.008435875E-2,1.286032796E-2,1.423168182E-2,2.777247323E-2
1.184730421E0,-6.172060966E-3,8.006185293E-3,2.248764038E-3,1.035617107E-2
1.189557816E0,1.050121337E-2,-8.671641350E-3,-2.149868011E-2,2.544928472E-2
1.194385212E0,-1.093057543E-2,-6.227403879E-3,-9.455680847E-3,1.573746926E-2
1.199212608E0,5.754105747E-3,8.060574532E-3,-4.631996155E-3,1.093334272E-2
1.204040004E0,-1.329348236E-2,7.992178202E-3,1.535415649E-4,1.551177491E-2
1.208867400E0,-1.305639744E-3,-8.656591177E-3,9.644508362E-3,1.302527572E-2
1.213694796E0,-1.077461988E-2,-6.183266640E-3,1.193809509E-2,1.722914201E-2
1.218522191E0,5.937010050E-3,3.358900547E-3,-4.772186279E-3,8.324906192E-3
1.223349587E0,1.125186682E-3,-6.161898375E-3,2.387046814E-3,6.703210361E-3
1.228176983E0,1.059076935E-2,1.767551899E-2,7.113456726E-3,2.179884478E-2
1.233004379E0,1.051417738E-2,-1.091805100E-2,2.129268646E-2,2.613676071E-2
1.237831775E0,5.722679198E-3,-1.320120692E-2,1.399707794E-2,2.007334333E-2
1.242659171E0,-1.460239291E-3,-1.198738813E-3,4.389762878E-3,4.779047150E-3
1.247486566E0,5.681253970E-3,-5.905926228E-3,-1.225662231E-2,1.474385980E-2
1.252313962E0,8.046701550E-3,-1.057383418E-2,-2.662658691E-3,1.355157284E-2
1.257141358E0,-1.333637536E-2,1.378029585E-3,-7.385253906E-3,1.530685626E-2
1.261968754E0,3.368355334E-3,1.557338238E-2,-9.697914124E-3,1.865276373E-2
1.266796150E0,-6.138578057E-3,3.548741341E-3,-2.500534058E-3,7.518535512E-3
1.271623546E0,-1.079229265E-2,8.264005184E-3,1.413059235E-2,1.960716712E-2
1.276450941E0,1.063502580E-2,1.134306192E-3,-1.683330536E-2,1.994368556E-2
1.281278337E0,-3.679223359E-3,3.526091576E-3,-8.106231689E-5,5.096722223E-3
1.286105733E0,1.138091087E-3,1.122862101E-3,4.665374756E-3,4.931712911E-3
1.290933129E0,-1.262836158E-3,3.485798836E-3,1.649093628E-2,1.690255981E-2
1.295760525E0,-1.310703158E-2,-6.035119295E-3,6.861686707E-3,1.597810021E-2
1.300587921E0,1.077192277E-2,-3.612846136E-3,-2.686500549E-3,1.167494165E-2
1.305415316E0,1.546882093E-2,1.062437892E-2,9.200096130E-3,2.089984730E-2
1.310242712E0,-6.004355848E-3,-8.418917656E-3,1.149749756E-2,1.546359964E-2
1.315070108E0,8.265398443E-3,5.858361721E-3,-4.634857178E-4,1.014159911E-2
