"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.837057290E-1,-1.143568009E-2,7.846653461E-3,5.094528198E-3,1.477494390E-2
9.885328640E-1,-1.377625763E-2,-1.118755341E-2,9.798049927E-3,2.027186247E-2
9.933600000E-1,-4.175454378E-3,-3.961235285E-3,4.970550537E-3,7.604746997E-3
9.981871350E-1,-1.743063331E-3,-3.913968801E-3,4.930496216E-3,6.532014581E-3
1.003014271E0,6.690546870E-4,-6.210744381E-3,1.459121704E-4,6.248381415E-3
1.007841406E0,6.579533219E-4,5.719840527E-3,-2.228736877E-3,6.173876116E-3
1.012668489E0,1.251236722E-2,5.715638399E-3,1.659393311E-4,1.375701245E-2
1.017495625E0,5.255699158E-3,-8.555054665E-3,2.537727356E-3,1.035622490E-2
1.022322760E0,-4.313379526E-3,1.763221622E-2,1.440048218E-4,1.815271409E-2
1.027149896E0,5.150102079E-3,1.275396347E-2,7.260322571E-3,1.555311607E-2
1.031977031E0,-9.192094207E-3,7.973015308E-4,4.827499390E-3,1.041321449E-2
1.036804166E0,3.412663937E-4,5.521625280E-3,2.413749695E-3,6.035809480E-3
1.041631302E0,2.706781030E-3,-1.599550247E-3,2.395629883E-3,3.952754365E-3
1.046458437E0,-1.155757904E-2,-6.288498640E-3,1.424217224E-2,1.938974777E-2
1.051285573E0,-9.122140706E-3,1.750698686E-2,-1.134872437E-4,1.974135049E-2
1.056112656E0,-1.619853079E-2,2.215033770E-2,1.412582397E-2,3.086371272E-2
1.060939791E0,5.259640515E-3,2.996712923E-3,9.262084961E-3,1.106482375E-2
1.065766927E0,-6.653122604E-3,-6.505548954E-3,1.393032074E-2,1.675231457E-2
1.070594062E0,-1.132073998E-2,-4.034548998E-3,-2.794265747E-3,1.233874631E-2
1.075421198E0,3.005355597E-3,1.022160053E-2,1.146602631E-2,1.565193403E-2
1.080248333E0,1.009444520E-2,3.032028675E-3,-4.940032959E-4,1.055154306E-2
1.085075468E0,2.858906984E-3,-8.843630552E-3,4.255294800E-3,1.022206850E-2
1.089902604E0,-6.690196693E-3,1.500239968E-2,-5.245208740E-4,1.643489733E-2
1.094729739E0,5.167968571E-3,1.014563441E-2,-2.893447876E-3,1.174792907E-2
1.099556875E0,7.521495223E-3,1.725265384E-2,1.137161255E-2,2.198955495E-2
1.104383958E0,-1.390165091E-2,2.885818481E-3,-5.874633789E-4,1.421017099E-2
1.109211093E0,-6.671674550E-3,-6.586283445E-3,-2.954483032E-3,9.829513768E-3
1.114038229E0,-1.873843372E-3,3.003388643E-3,-2.927780151E-3,4.593857740E-3
1.118865364E0,-8.980393410E-3,1.248392463E-2,1.607990265E-2,2.224992380E-2
1.123692500E0,5.326211452E-3,-8.961617947E-3,2.781009674E-2,2.969984184E-2
1.128519635E0,4.730597138E-4,3.020972013E-3,-8.945465088E-4,3.185948973E-3
1.133346771E0,-1.936525106E-3,2.439498901E-2,1.335048676E-2,2.787653341E-2
1.138173906E0,-6.670668721E-3,2.820789814E-3,3.746986389E-3,8.154421093E-3
1.143001041E0,-1.139560342E-2,-9.052693844E-3,1.083469391E-2,1.814391455E-2
1.147828177E0,-6.529167295E-3,-1.370894909E-2,-3.492355347E-3,1.558081694E-2
1.152655260E0,3.043480217E-3,-4.060119390E-3,1.285552979E-3,5.234499762E-3
1.157482396E0,6.407126784E-4,1.022526622E-2,-5.845069885E-3,1.179539842E-2
1.162309531E0,-2.075432986E-2,-4.112213850E-3,6.067276001E-3,2.201055085E-2
1.167136666E0,-6.319366395E-3,5.457043648E-3,-1.098632812E-3,8.421443527E-3
1.171963802E0,7.879361510E-4,7.095038891E-4,-8.207321167E-3,8.275527771E-3
1.176790937E0,3.120489419E-3,-8.715242147E-3,8.472442627E-3,1.254891166E-2
1.181618073E0,5.405373871E-3,-3.853559494E-3,-1.088142395E-3,6.726963753E-3
1.186445208E0,-1.365749538E-2,1.045954227E-2,1.295089722E-3,1.725127421E-2
1.191272343E0,1.249502972E-2,1.987814903E-2,1.077556610E-2,2.583368734E-2
1.196099479E0,1.001249626E-2,-1.349338889E-2,8.313179016E-3,1.874648155E-2
1.200926562E0,4.622414708E-4,8.706152439E-4,-3.620147705E-3,3.751947159E-3
1.205753698E0,-1.141154021E-2,-8.672237396E-3,8.273124695E-3,1.654918559E-2
1.210580833E0,7.661081851E-3,-1.496076584E-3,3.458023071E-3,8.537467062E-3
1.215407968E0,7.651187479E-3,5.620032549E-3,-1.080799103E-2,1.438534344E-2
1.220235104E0,1.944931969E-2,7.959961891E-3,5.890846252E-3,2.182519414E-2
1.225062239E0,2.694129944E-4,5.564391613E-3,8.216857910E-3,9.927325486E-3
1.229889375E0,-9.258113801E-3,-6.361335516E-3,-1.343727112E-3,1.131303952E-2
1.234716510E0,-1.155836880E-2,1.025760174E-2,5.783081055E-3,1.650025179E-2
1.239543593E0,-2.101758868E-2,-1.351302862E-2,2.471923828E-2,3.514799735E-2
1.244370729E0,-6.639905274E-3,5.626320839E-3,7.858276367E-4,8.738498344E-3
1.249197864E0,1.239295676E-2,-6.270498037E-3,3.151893616E-3,1.424215420E-2
1.254025000E0,-1.384578645E-2,-1.094976068E-2,-3.993988037E-3,1.809848065E-2
1.258852135E0,-4.301875830E-3,3.422260284E-3,-3.959655762E-3,6.774723231E-3
1.263679271E0,-1.957155764E-3,3.378957510E-3,1.031017303E-2,1.102485739E-2
1.268506406E0,-1.621189713E-2,8.140057325E-3,1.497077942E-2,2.352042471E-2
1.273333541E0,4.996135831E-4,-1.089659333E-2,5.353927612E-3,1.215112756E-2
1.278160677E0,-1.377460361E-2,1.072674990E-3,-8.926391602E-3,1.644903654E-2
1.282987812E0,2.433102205E-2,1.768815517E-2,-8.851051331E-3,3.135618882E-2
1.287814896E0,-1.387161016E-2,-1.089036465E-2,1.020622253E-2,2.037617700E-2
1.292642031E0,7.536925375E-3,1.108258963E-3,7.749557495E-3,1.086688195E-2
1.297469166E0,7.440358400E-3,8.261173964E-3,2.940177917E-3,1.150002498E-2
1.302296302E0,5.031183362E-3,8.206367493E-3,1.003551483E-2,1.390571219E-2
1.307123437E0,2.681985497E-4,-1.088935137E-2,-1.913070679E-3,1.105937354E-2
1.311950573E0,9.695496410E-3,3.481954336E-3,2.849578857E-3,1.068862743E-2
1.316777708E0,2.520762384E-3,1.298794150E-2,2.827644348E-3,1.352909605E-2
1.321604843E0,7.270239294E-3,5.833774805E-3,-1.617622375E-2,1.866974887E-2
1.326431979E0,-1.180715859E-2,8.201539516E-3,-1.366806030E-2,1.983658531E-2
1.331259062E0,-2.357770503E-2,-8.404284716E-3,5.431175232E-3,2.561323565E-2
1.336086198E0,-9.205929935E-3,3.544241190E-3,3.013610840E-3,1.031468089E-2
1.340913333E0,-9.162969887E-3,3.499716520E-3,-1.124954224E-2,1.492515438E-2
1.345740468E0,-1.143477857E-2,1.297631860E-2,3.082275391E-3,1.756813669E-2
1.350567604E0,-1.606054604E-2,-1.556295156E-2,3.058433533E-3,2.257212033E-2
1.355394739E0,6.799399853E-4,-1.304632425E-2,6.599426270E-4,1.308068879E-2
1.360221875E0,-1.594042033E-2,-5.804687738E-3,-6.464958191E-3,1.815453344E-2
1.365049010E0,-3.949701786E-3,-9.958744049E-4,5.453109741E-3,6.806490717E-3
1.369876146E0,-8.668072522E-3,-1.521041989E-2,5.407333374E-3,1.832298035E-2
1.374703229E0,-1.572001725E-2,6.257504225E-3,-1.756668091E-3,1.701061975E-2
1.379530364E0,-3.729127347E-3,8.592516184E-3,6.303787231E-4,9.388029744E-3
1.384357500E0,-1.328684390E-3,1.387059689E-3,2.997398376E-3,3.560018794E-3
1.389184635E0,3.394395113E-3,1.799994707E-2,1.246356964E-2,2.215537364E-2
1.394011771E0,-8.560299873E-3,1.074531674E-2,-1.876831055E-3,1.386589560E-2
1.398838906E0,-1.089660823E-2,1.301386952E-2,1.000213623E-2,1.970125885E-2
1.403666041E0,8.143492043E-3,1.289042830E-2,2.799034119E-3,1.550207072E-2
1.408493177E0,-1.331406832E-2,1.282647252E-2,4.034042358E-4,1.849176972E-2
1.413320312E0,-2.038476616E-2,-2.285939455E-2,1.938247681E-2,3.624597933E-2
1.418147396E0,1.106284559E-3,2.005741000E-2,1.210212708E-2,2.345175988E-2
1.422974531E0,3.463417292E-3,-8.569657803E-3,1.373291016E-4,9.244087487E-3
1.427801666E0,-1.318013668E-2,1.052829623E-2,4.882812500E-3,1.756140320E-2
1.432628802E0,-3.582298756E-3,-1.380592585E-3,-2.273559570E-3,4.461835203E-3
1.437455937E0,-1.154847443E-3,1.768672466E-2,1.211166382E-4,1.772480102E-2
1.442283073E0,1.074390486E-2,-1.400262117E-3,4.866600037E-3,1.187754274E-2
1.447110208E0,5.904085934E-3,-8.463770151E-3,-1.652717590E-2,1.948438296E-2
1.451937343E0,1.059613004E-2,-2.258703113E-2,-2.149581909E-3,2.504141868E-2
1.456764479E0,5.701065063E-3,-1.029044390E-3,7.359504700E-3,9.366076267E-3
