"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.863907370E-1,1.735699922E-2,1.621000003E-3,-5.690399930E-2,5.951435288E-2
7.913870980E-1,8.834999986E-3,-7.329999935E-4,-5.693500116E-2,5.762108010E-2
7.963837110E-1,-6.136000156E-3,4.296000116E-3,-4.257399961E-2,4.322790254E-2
8.013803270E-1,-3.091000021E-3,6.453999784E-3,-4.017300159E-2,4.080537282E-2
8.063769420E-1,-2.706999891E-3,6.025000010E-3,-5.214999989E-2,5.256663354E-2
8.113735570E-1,4.850999918E-3,1.045800000E-2,-5.694299936E-2,5.809825420E-2
8.163701730E-1,2.193999942E-3,1.692000031E-2,-5.218600109E-2,5.490426902E-2
8.213667930E-1,2.150000073E-3,8.550999686E-3,-4.504900053E-2,4.590375306E-2
8.263634090E-1,1.146300044E-2,-1.619999995E-3,-4.507699981E-2,4.653988280E-2
8.313600390E-1,5.717999768E-3,-6.235999987E-3,-5.227499828E-2,5.295525151E-2
8.363566550E-1,-1.812999952E-3,-5.642000120E-3,-5.704899877E-2,5.735597088E-2
8.413532710E-1,-8.686999790E-3,-2.969999914E-4,-5.702399835E-2,5.768265391E-2
8.463498770E-1,-1.257599983E-2,2.193999942E-3,-4.742199928E-2,4.911023745E-2
8.513464920E-1,-6.678000093E-3,1.172900014E-2,-4.739800096E-2,4.928220393E-2
8.563430360E-1,-1.389999990E-3,8.577999659E-3,-4.741299897E-2,4.820276600E-2
8.613397260E-1,-3.633999964E-3,-3.876999952E-3,-3.306100145E-2,3.348532367E-2
8.663363440E-1,1.569999964E-3,-8.231000043E-3,-2.824700065E-2,2.946366079E-2
8.713328770E-1,1.339699980E-2,-9.832999669E-3,-4.019299895E-2,4.349304140E-2
8.763294910E-1,1.226199977E-2,-1.604700089E-2,-4.497399926E-2,4.930033961E-2
8.813261680E-1,8.837999776E-3,-7.346999831E-3,-5.451900139E-2,5.571723396E-2
8.863227080E-1,8.120999672E-3,-4.149999935E-3,-4.732500017E-2,4.819573400E-2
8.913193130E-1,7.451999933E-3,-8.434000425E-3,-3.056100011E-2,3.256745912E-2
8.963159280E-1,6.806999911E-3,-2.930999966E-3,-3.533799946E-2,3.610678904E-2
9.013125440E-1,1.542999991E-3,-2.779999922E-4,-3.533900157E-2,3.537376379E-2
9.063092210E-1,-8.057000116E-3,2.146000043E-3,-2.815699950E-2,2.936557828E-2
9.113057610E-1,-9.669000283E-3,1.948000048E-3,-3.293500096E-2,3.438020591E-2
9.163023750E-1,-1.556999981E-3,9.068000130E-3,-3.531000018E-2,3.648902558E-2
9.212989850E-1,9.749999736E-4,1.558400039E-2,-3.772599995E-2,4.082967996E-2
9.262953720E-1,3.504999913E-3,4.892999772E-3,-4.015599936E-2,4.060456570E-2
9.312923030E-1,5.820999853E-3,6.992999930E-3,-3.777499869E-2,3.885532928E-2
9.362888430E-1,1.022499986E-2,6.407999899E-3,-4.977500066E-2,5.121683098E-2
9.412852280E-1,9.588000365E-3,3.619000083E-3,-5.938199908E-2,6.025984340E-2
9.462818550E-1,1.842000056E-3,3.494000062E-3,-5.700699985E-2,5.714367010E-2
9.512784710E-1,-5.569999921E-4,9.769999888E-4,-5.222199857E-2,5.223410680E-2
9.562750860E-1,-2.761000069E-3,5.843999796E-3,-4.742699862E-2,4.786539097E-2
9.612716980E-1,2.396000084E-3,7.009999827E-4,-4.503700137E-2,4.510613827E-2
9.662683130E-1,7.106999867E-3,-4.005999770E-3,-3.545700014E-2,3.638346245E-2
9.712649560E-1,6.606000010E-3,3.629999934E-3,-3.545299917E-2,3.624543124E-2
9.762615720E-1,6.252000108E-3,5.822999869E-3,-3.786399961E-2,3.881594130E-2
9.812581880E-1,5.934000015E-3,6.539999740E-4,-4.506700113E-2,4.546069361E-2
9.862547990E-1,3.158000065E-3,3.132000100E-3,-4.986000061E-2,5.005798687E-2
9.912514150E-1,5.417999811E-3,5.307999905E-3,-5.465900153E-2,5.518275123E-2
9.962480300E-1,2.704000100E-3,1.220500004E-2,-5.467800051E-2,5.608883474E-2
1.001244641E0,2.515000058E-3,8.933000267E-3,-4.513800144E-2,4.608213204E-2
1.006241256E0,2.321999986E-3,5.911999848E-3,-3.319299966E-2,3.379524601E-2
1.011237875E0,-7.348000072E-3,5.611999892E-3,-3.320499882E-2,3.446824037E-2
1.016234490E0,-6.614000071E-3,2.838999964E-3,-3.320299834E-2,3.397416690E-2
1.021231026E0,-3.548000008E-3,7.484999951E-3,-3.079699911E-2,3.189151427E-2
1.026227640E0,-7.500000065E-4,1.172699966E-2,-3.320400044E-2,3.522201962E-2
1.031224288E0,-2.975000069E-3,8.430000395E-3,-4.280899838E-2,4.373243503E-2
1.036220904E0,-4.989999812E-3,-1.633999986E-3,-4.999899864E-2,5.027394871E-2
1.041217519E0,2.759000054E-3,-3.735000035E-3,-4.997599870E-2,5.019126172E-2
